name,filer_url,filer_id,office,district,party
Randall Adam Greenwood,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvbb3aaqe,f_01kf4eat87emk8zw7zvbb3aaqe,Representative,56,Republican
Randall Douglas Gauvin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758rfsefsdf,f_01k89h8gchec793758rfsefsdf,Representative,75,Republican
Randy Wilcox,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh50a3fhezet4hhb4g11eyds,f_01kh50a3fhezet4hhb4g11eyds,Governor,-,Republican
Ravi Jackson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmg4dd2me35ajabmhgc1295d,f_01kmg4dd2me35ajabmhgc1295d,Representative,101,Republican
Ray Thombs,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk538am2f258a7mycmg5fcqr,f_01kk538am2f258a7mycmg5fcqr,Representative,44,Republican
Reagan Paul,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0m8zjeecft3fxvsen4efr3,f_01km0m8zjeecft3fxvsen4efr3,Representative,37,Republican
REBECCA DOLLOFF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjdxvxs2fksvfa3a77gv88g8,f_01kjdxvxs2fksvfa3a77gv88g8,County Treasurer,-,Republican
Rebecca Lynn Flood Andrews,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km30qdyyf4sbpf6bm5qzzrn4,f_01km30qdyyf4sbpf6bm5qzzrn4,Representative,141,Democratic
Rebecca Stephens,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khrpd8vxfecsb4csc0s0w8wq,f_01khrpd8vxfecsb4csc0s0w8wq,Representative,45,Republican
Rebecca Sue Wotton,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw804ctqsmc1,f_01kf4eat87emk8zw804ctqsmc1,Register of Deeds,-,Republican
Rhiannon Hampson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjgbhk3sf908mp7dyg8h2sx6,f_01kjgbhk3sf908mp7dyg8h2sx6,Representative,43,Democratic
Richard Bennett,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758p61wtfg5,f_01k89h8gchec793758p61wtfg5,Governor,-,Unenrolled
Richard Gagne,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khrqk440ekvv1ygqeqt57v9b,f_01khrqk440ekvv1ygqeqt57v9b,Sheriff,-,Republican
Richard G. Mason,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qchy4tn7j,f_01kd8w6ftve6dak61qchy4tn7j,Senator,17,Republican
Richard H. Campbell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zv7gqc8k5,f_01kf4eat87emk8zw7zv7gqc8k5,Representative,19,Republican
Richard Marc Goldman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9gjar3f9rbxk989t0wgxzh,f_01kk9gjar3f9rbxk989t0wgxzh,Representative,53,Democratic
R. Melissa Winslow,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsjnkcw7h,f_01kf4eat87emk8zw7zsjnkcw7h,Representative,104,Republican
Robert Andrews,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn7691m3exxse3vb0t8kta1s,f_01kn7691m3exxse3vb0t8kta1s,County Commissioner,1,Republican
Robert B. Charles,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758ps9e4z21,f_01k89h8gchec793758ps9e4z21,Governor,-,Republican
Robert Cameron,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk206f0je8kv8sm004v80mky,f_01kk206f0je8kv8sm004v80mky,Representative,121,Democratic
Robert Carlton,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9h5hfxeezvp06c421hxmsv,f_01kk9h5hfxeezvp06c421hxmsv,County Commissioner,4,Republican
Robert Finch Sullebarger,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw805qawxr9m,f_01kf4eat87emk8zw805qawxr9m,Senator,5,Democratic
Robert Granger,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7rsm5afr4sffcdrypqm3vx,f_01kh7rsm5afr4sffcdrypqm3vx,District Attorney,7th Prosecutorial District Attorney (Hancock/Washington),Unenrolled
Robert J. Wessels,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdm66hzngj,f_01k89h8gcjegf9qpwdm66hzngj,Governor,-,Republican
Robert Kelly,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh53mqm7f5rv5eyxxqv33444,f_01kh53mqm7f5rv5eyxxqv33444,Representative,131,Democratic
Robert Vail,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01ks8awrndfgv9a4y5hw29x9qs,f_01ks8awrndfgv9a4y5hw29x9qs,County Commissioner,3,Unenrolled
Robin Crawley,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmrgg4nsep4bcne7st38918q,f_01kmrgg4nsep4bcne7st38918q,Representative,61,Democratic
Robin Upton-Sukeforth,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkw7rqmf4xa536cep5rq04q,f_01kkkw7rqmf4xa536cep5rq04q,Representative,56,Democratic
Roch  Angers,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9dcvhye1n86vtp6sebdkeg,f_01kk9dcvhye1n86vtp6sebdkeg,County Commissioner,2,Democratic
Roger Albert,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmk8pzg9ece8nj7x5e4vkxsc,f_01kmk8pzg9ece8nj7x5e4vkxsc,Representative,2,Republican
Roland Daniel Martin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8q6d0aecfry25181tgft4v,f_01kj8q6d0aecfry25181tgft4v,Representative,2,Democratic
Roland Poirier,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbkc699ft7vw29ddy842y0s,f_01khbkc699ft7vw29ddy842y0s,County Commissioner,2,Democratic
Rolf Arthur Olsen Jr.,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zstc04a8g,f_01kf4eat87emk8zw7zstc04a8g,Representative,86,Republican
Ronald Russell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knpsrn9cfym9w9sv39jqv06p,f_01knpsrn9cfym9w9sv39jqv06p,Representative,17,Democratic
Ronda C. Snyder,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zzryvq066,f_01kf4eat87emk8zw7zzryvq066,Register of Probate,-,Republican
Roy D Gott,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01krkwdxgefzatb9e058c51yzm,f_01krkwdxgefzatb9e058c51yzm,Senator,12,Unenrolled
Russell John Black,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7ztrg7q9tv,f_01kf4eat87emk8zw7ztrg7q9tv,Representative,74,Republican
Russell P. White,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800xkb9rf7,f_01kf4eat87emk8zw800xkb9rf7,Representative,13,Republican
Ryan Christopher Otis,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvvwc1r92,f_01kf4eat87emk8zw7zvvwc1r92,Senator,11,Republican
Ryan Fecteau,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qyat4xsg,f_01k89h8gchec793758qyat4xsg,Representative,132,Democratic
Ryan Morgan,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvwzw38eqxa6ydzh7h9a9zf,f_01kkvwzw38eqxa6ydzh7h9a9zf,Representative,73,Republican
Saige Michele Bird,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw80500nrypm,f_01kf4eat87emk8zw80500nrypm,Representative,62,Unenrolled
Sally Cluchey,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7m9ke7f8hrvtrvk3q9z0v3,f_01kh7m9ke7f8hrvtrvk3q9z0v3,Representative,52,Democratic
Samuel Lewis Zager,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zz91dadg8,f_01kf4eat87emk8zw7zz91dadg8,Representative,116,Democratic
Savannah Sessions,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9s9dwzeera0ey4d2wzw5jd,f_01kk9s9dwzeera0ey4d2wzw5jd,County Treasurer,-,Unenrolled
Scott A. Harriman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qczsbke0w,f_01kd8w6ftve6dak61qczsbke0w,Representative,94,Democratic
Scott A. Harriman (Special),https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zrgb26jft,f_01kf4eat87emk8zw7zrgb26jft,Representative,94,Democratic
Scott Allen Seekins,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9tvxtc07,f_01kd8w6ftweefsxt0c9tvxtc07,County Commissioner,3,Unenrolled
Scott Craig,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjaz7wy5fd6ajftcv6qe8mbx,f_01kjaz7wy5fd6ajftcv6qe8mbx,Representative,135,Unenrolled
Scott Doherty,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3xczm0f5qra85tx16bmsjt,f_01km3xczm0f5qra85tx16bmsjt,Representative,124,Republican
Scott Girardin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp3x7f5kf1cbts52s3v50zqj,f_01kp3x7f5kf1cbts52s3v50zqj,Representative,92,Unenrolled
Scott Strom,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3n560neefs1gp9yrfe4ahe,f_01km3n560neefs1gp9yrfe4ahe,Representative,65,Republican
Scott W. Cyrway,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qbpzdr0v,f_01k89h8gchec793758qbpzdr0v,Senator,16,Republican
Sean Faircloth,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbr2qcmf0eanw6xm7q5zdhp,f_01khbr2qcmf0eanw6xm7q5zdhp,Representative,24,Democratic
Sean Mahoney,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsxk0cdq4,f_01kf4eat87emk8zw7zsxk0cdq4,Representative,112,Democratic
Seven Siegel,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8373fketn8bethv06tkj8t,f_01kj8373fketn8bethv06tkj8t,Representative,109,Democratic
Shanna Cox,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806x866dvc,f_01kf4eat87emk8zw806x866dvc,Senator,21,Democratic
Sharon C. Frost,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758r8enymtk,f_01k89h8gchec793758r8enymtk,Representative,58,Unenrolled
Shawn Leroy Lancaster,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q9jta98cn,f_01kd8w6ftve6dak61q9jta98cn,Representative,32,Republican
Shawn M. Dixon,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qd855tcv8,f_01kd8w6ftve6dak61qd855tcv8,Representative,67,Republican
Shawn Michael Packard,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qay6t3gsa,f_01kd8w6ftve6dak61qay6t3gsa,Representative,64,Republican
Shawn Saindon,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkqq7khfy08rwphmm97pj6b,f_01kkkqq7khfy08rwphmm97pj6b,Representative,44,Unenrolled
Sheila Lyman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km65aqy3fhpsyzmghz2yy0za,f_01km65aqy3fhpsyzmghz2yy0za,Representative,76,Republican
Shenna Bellows,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758p1xtjrkn,f_01k89h8gchec793758p1xtjrkn,Governor,-,Democratic
Sigrid Ann Olson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn2g8bzaetdb6kwy5dhyk1tj,f_01kn2g8bzaetdb6kwy5dhyk1tj,County Commissioner,4,Democratic
Sophia Warren,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khnwqzkheg1rn44spkze48rd,f_01khnwqzkheg1rn44spkze48rd,Senator,30,Democratic
Stacey Kay Guerin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbrk4k2cd,f_01kd8w6ftve6dak61qbrk4k2cd,Representative,34,Republican
Stacy L. Grant,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zwmspscwa,f_01kf4eat87emk8zw7zwmspscwa,Register of Deeds,-,Democratic
Stanley Short,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01ky008gstejtbcaqzy78re828,f_01ky008gstejtbcaqzy78re828,County Commissioner,3,Unenrolled
"Stanley Short, Jr.",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khstq3jte6eabvk0kwh29a55,f_01khstq3jte6eabvk0kwh29a55,Senator,3,Democratic
Stephanie Anderson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01krc16d8ffvh8yz5h55rcjr6v,f_01krc16d8ffvh8yz5h55rcjr6v,District Attorney,2nd Prosecutorial District Attorney (Cumberland),Unenrolled
Stephen August,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjzeg6shea9ardy6xwx4c21s,f_01kjzeg6shea9ardy6xwx4c21s,County Commissioner,2,Democratic
Stephen Carey,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0zn7n3fvdb6wk90pgx7d24,f_01km0zn7n3fvdb6wk90pgx7d24,Senator,9,Unenrolled
Stephen Wood,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7qjgq6fs88g8frphmy307k,f_01kh7qjgq6fs88g8frphmy307k,Representative,92,Republican
Steven Butterfield,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbtp46gfv59jcd5d8zvy6ag,f_01khbtp46gfv59jcd5d8zvy6ag,Representative,55,Democratic
Steven Christopher Sheppard,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdknptt244,f_01k89h8gcjegf9qpwdknptt244,Governor,-,Republican
Steven Juskewitch,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjr2jnamfmjbam6x9gz1sjr1,f_01kjr2jnamfmjbam6x9gz1sjr1,District Attorney,7th Prosecutorial District Attorney (Hancock/Washington),Unenrolled
Steven Matthew Bishop,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c96zzdnqq,f_01kd8w6ftweefsxt0c96zzdnqq,Representative,17,Republican
Steven McGee,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knsy0yb0f7395rjkqbxbqxyz,f_01knsy0yb0f7395rjkqbxbqxyz,Senator,14,Republican
Susan A. Black,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw801s6sms9h,f_01kf4eat87emk8zw801s6sms9h,Register of Deeds,-,Republican
Susan Bernard,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk26pb4nedh99m9fv8s79t4k,f_01kk26pb4nedh99m9fv8s79t4k,Representative,3,Republican
Susan F Bulay,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zwgh7k8ab,f_01kf4eat87emk8zw7zwgh7k8ab,Register of Deeds,-,Republican
Susan Fuller,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3wqzqre9t84c1mzgw2faaa,f_01km3wqzqre9t84c1mzgw2faaa,Representative,105,Republican
Susan Pratt,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjx922m2ecfaarh619s32wpb,f_01kjx922m2ecfaarh619s32wpb,County Treasurer,-,Republican
Suzanne Johnson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkw18pe3f30927gxp2anjx3z,f_01kkw18pe3f30927gxp2anjx3z,Representative,151,Republican
Suzanne R. Andresen,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvq8nst9d,f_01kf4eat87emk8zw7zvq8nst9d,Representative,49,Republican
Suzanne Salisbury,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh557r74ff9a1be3rvmfrt2y,f_01kh557r74ff9a1be3rvmfrt2y,Representative,128,Democratic
Tammy Gay,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkm0jttrftca4gnvjp4jce1j,f_01kkm0jttrftca4gnvjp4jce1j,Register of Deeds,-,Republican
Tammy Schmersal-Burgess,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8028a729bm,f_01kf4eat87emk8zw8028a729bm,Representative,77,Republican
Tanya Belanger,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw804y3tdnp1,f_01kf4eat87emk8zw804y3tdnp1,Register of Deeds,-,Unenrolled
Tavis Hasenfus,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km10v49nefgagt1pjbvgd2eh,f_01km10v49nefgagt1pjbvgd2eh,Representative,57,Democratic
Taylor West,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh52m79ae6sat8n6wxjtpsyq,f_01kh52m79ae6sat8n6wxjtpsyq,Representative,63,Democratic
Teresa S Pierce,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q99asb3k5,f_01kd8w6ftve6dak61q99asb3k5,Senator,25,Democratic
Thomas Hart,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knmawmxyfy2t678d7kcc60zw,f_01knmawmxyfy2t678d7kcc60zw,Representative,12,Republican
Thomas Lavigne,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjftsme6fc6v1t20ayc56xke,f_01kjftsme6fc6v1t20ayc56xke,Representative,148,Republican
Thomas Watson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjg24ahxek29pkavfrcm30qw,f_01kjg24ahxek29pkavfrcm30qw,Representative,97,Democratic
Tiffany Strout,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8024cmt5q8,f_01kf4eat87emk8zw8024cmt5q8,Representative,11,Republican
Timothy Becker,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkpp6spf80a2a02sb7k377e,f_01kkkpp6spf80a2a02sb7k377e,Representative,83,Democratic
Timothy Conrad Guerrette,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbbg0eq17,f_01kd8w6ftve6dak61qbbg0eq17,Representative,4,Republican
Timothy E Nangle,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qdjz1m52z,f_01kd8w6ftve6dak61qdjz1m52z,Senator,26,Democratic
Timothy Holland,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh50361tfnjr08p89jnx7yzq,f_01kh50361tfnjr08p89jnx7yzq,Sheriff,-,Democratic
Timothy Nickels,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmdzfywefypsm1psyb3y08ez,f_01kmdzfywefypsm1psyb3y08ez,Representative,85,Republican
Timothy Towne,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp925p1rehx88tdejsvz0wxz,f_01kp925p1rehx88tdejsvz0wxz,Representative,149,Republican
Todd Brackett,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjwr3ct3es69acm8qrgrzp5a,f_01kjwr3ct3es69acm8qrgrzp5a,Sheriff,-,Democratic
Todd Lyford,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khs07jfgf1aab21hmkt9kkwp,f_01khs07jfgf1aab21hmkt9kkwp,Sheriff,-,Republican
Todd Michael Davis,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8061te5wvw,f_01kf4eat87emk8zw8061te5wvw,Representative,130,Unenrolled
Tom Keefe,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjajr541ftj82wd4j6nwres6,f_01kjajr541ftj82wd4j6nwres6,Representative,59,Democratic
Tracey Rotondi,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kt28bw2xfdrvq1x65tstx8nq,f_01kt28bw2xfdrvq1x65tstx8nq,County Treasurer,-,Unenrolled
Traci Gere,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806hc84qnt,f_01kf4eat87emk8zw806hc84qnt,Representative,134,Democratic
Tracy Quint,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khvdqbgkf6ss8nfhhjck9jh9,f_01khvdqbgkf6ss8nfhhjck9jh9,Representative,8,Republican
Trent Vellella,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvr3wwdetnsd0z1bcanzs1d,f_01kkvr3wwdetnsd0z1bcanzs1d,Representative,49,Democratic
Trevor Alex Doiron,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zqryby5fm,f_01kf4eat87emk8zw7zqryby5fm,Representative,76,Democratic
Trisha E White,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdmeajx6va,f_01k89h8gcjegf9qpwdmeajx6va,County Treasurer,-,Republican
Troy Dale Jackson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdgkfvzb2g,f_01k89h8gcjegf9qpwdgkfvzb2g,Governor,-,Democratic
Troy Morton,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkcevtf4evfs2v1cgttmr10d,f_01kkcevtf4evfs2v1cgttmr10d,Sheriff,-,Republican
Valerie Adams,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh6yjy2hex39hddhbrdtxthj,f_01kh6yjy2hex39hddhbrdtxthj,District Attorney,2nd Prosecutorial District Attorney (Cumberland),Democratic
Valli D. Geiger,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8071c1k83d,f_01kf4eat87emk8zw8071c1k83d,Representative,42,Democratic
Vaughn J Mclaughlin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdhtvjtpxz,f_01k89h8gcjegf9qpwdhtvjtpxz,Senator,1,Democratic
Victoria Porter Kornfield,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw807zy2jp5w,f_01kf4eat87emk8zw807zy2jp5w,Representative,23,Democratic
Vincent Maietta,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3vxfzee408tvztsmp8dt51,f_01km3vxfzee408tvztsmp8dt51,Senator,29,Republican
Walter Runte JR,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjeje61pf4k8etvt35jz0j17,f_01kjeje61pf4k8etvt35jz0j17,Representative,146,Democratic
Walter Voskian,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh6jnzyke0zvsqjsed4hm2fv,f_01kh6jnzyke0zvsqjsed4hm2fv,County Commissioner,2,Democratic
Wayne K. Farrin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyzn2skex,f_01kf4eat87emk8zw7zyzn2skex,Representative,47,Democratic
Wayne Parry,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdjvg002fp,f_01k89h8gcjegf9qpwdjvg002fp,Representative,140,Republican
W. Edward Crockett,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q9dtgbm5e,f_01kd8w6ftve6dak61q9dtgbm5e,Governor,-,Unenrolled
Wendy Caiazzo,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khvxq0hke4ws7sgfqgektehp,f_01khvxq0hke4ws7sgfqgektehp,Register of Deeds,-,Unenrolled
William J. St. Michel,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zwegwgy12,f_01kf4eat87emk8zw7zwegwgy12,Representative,98,Republican
"William King, Jr.",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7s4s4xf67bcb2jbp0mevvz,f_01kh7s4s4xf67bcb2jbp0mevvz,Sheriff,-,Democratic
William Look,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn03e7cgfcvr3bab9v667qyr,f_01kn03e7cgfcvr3bab9v667qyr,County Commissioner,3,Republican
William R. Bridgeo,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zryk5a2kz,f_01kf4eat87emk8zw7zryk5a2kz,Representative,60,Democratic
William R Tuell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zx37px971,f_01kf4eat87emk8zw7zx37px971,Representative,10,Republican
William T. Dobbins,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kka4c0arfmr8j1xpgbcph3f9,f_01kka4c0arfmr8j1xpgbcph3f9,County Commissioner,1,Republican
Woodleigh H Hughes,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zqqnqcm74,f_01kf4eat87emk8zw7zqqnqcm74,Representative,78,Democratic
Wyatt Beaulieu,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khpk9kb8fystaqb7yjan9802,f_01khpk9kb8fystaqb7yjan9802,Representative,60,Republican
Yusuf Yusuf,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmr8kwe3e68rk33j2a881tva,f_01kmr8kwe3e68rk33j2a881tva,Representative,118,Democratic
Zachary Anders Wood,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdmgdab8ad,f_01k89h8gcjegf9qpwdmgdab8ad,Senator,4,Republican
Zachary Lejonhud,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kke1dfp9ezptmkn927b42q5y,f_01kke1dfp9ezptmkn927b42q5y,Representative,68,Unenrolled
Zachary T. Wyles,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zw01xc0nb,f_01kf4eat87emk8zw7zw01xc0nb,Representative,26,Republican
