filer_name,filer_url,total_contributions,total_monetary_contributions,total_inkind_contributions,total_expenditures,current_cash_balance,current_loan_balance,current_debt_balance,latest_filing_name,latest_filing_date,filing_period_end,scrape_date
Patric Moore,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh539s4bfme84ypgj6b8a2e4,2736.0,2736.0,0.0,4235.78,27650.0,0.0,1000.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Paul Edward Bennett,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zrrrhrcsf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2026-08-04
Paul R Flynn,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758r62davwz,12967.43,12617.43,350.0,2876.24,9741.19,0.0,0.0,11-Day Pre-Primary Report,07/21/2026,05/22/2026,2026-08-04
"Paul Titcomb Davis, Sr.",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qkmexa7h,5100.0,5100.0,0.0,5100.0,0.0,0.0,0.0,2026 January Semiannual Report,07/29/2025,,2026-08-04
Paul Welch,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khv2qkd5f7dtabfc81a4b496,860.0,860.0,0.0,3512.49,4646.51,0.0,100.0,42-Day Post-Primary MCEA Report,07/19/2026,07/14/2026,2026-08-04
Peter G. Violette,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zrnznr7nt,3000.0,3000.0,0.0,16257.72,,0.0,0.0,42-Day Post-Primary MCEA Report,07/14/2026,07/14/2026,2026-08-04
Peter Ignatius Doyle,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8p1t4cf01rrme7ppg7kw4h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2026-08-04
Peter J. Southam,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806q8cn0vd,2835.0,2835.0,0.0,4837.9,53647.1,0.0,1752.87,42-Day Post-Primary Report,07/30/2026,07/14/2026,2026-08-04
Peter Q. Jenks,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsnpxaas7,1000.0,1000.0,0.0,1931.94,0.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Peter Wood,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkhg12r1ecv8813bb40k140m,4551.57,4551.57,0.0,0.0,4551.57,0.0,0.0,42-Day Post-Primary Report,07/20/2026,07/14/2026,2026-08-04
Poppy T. Arford,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800mmx66a2,0.0,0.0,0.0,0.0,7300.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/17/2026,07/14/2026,2026-08-04
Quentin Chapman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758pqbwk2aj,6155.59,6155.59,0.0,1056.99,5098.6,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Rachel A. Henderson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw803hhs02x0,3574.58,3370.0,0.0,50.0,3524.58,204.58,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Rachel Mary Phipps,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zs0v5bh6g,1000.0,1000.0,0.0,4261.0,0.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/28/2026,07/14/2026,2026-08-04
Rachel Talbot Ross,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh55v1jrfk5b59sqwet4m1bd,1618.9,1618.9,0.0,0.0,1618.9,0.0,0.0,42-Day Post-Primary Report,07/20/2026,07/14/2026,2026-08-04
Rafael Macias,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7nbr72f0790xqcqd0hbbb3,700.0,700.0,0.0,754.17,7242.08,0.0,0.0,42-Day Post-Primary MCEA Report,07/22/2026,07/14/2026,2026-08-04
Randall Adam Greenwood,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvbb3aaqe,0.0,0.0,0.0,318.11,10281.89,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Randall Douglas Gauvin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758rfsefsdf,26355.95,26101.36,253.76,3312.33,22789.86,0.0,0.0,42-Day Post-Primary Report,07/29/2026,07/14/2026,2026-08-04
Randy Wilcox,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh50a3fhezet4hhb4g11eyds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2026-08-04
Ravi Jackson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmg4dd2me35ajabmhgc1295d,80.0,80.0,0.0,0.0,80.0,0.0,0.0,42-Day Post-Primary Report,07/29/2026,07/14/2026,2026-08-04
Ray Thombs,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk538am2f258a7mycmg5fcqr,8369.8,8369.8,0.0,3702.59,4667.21,0.0,0.0,42-Day Post-Primary Report,07/13/2026,07/14/2026,2026-08-04
Reagan Paul,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0m8zjeecft3fxvsen4efr3,33840.49,33840.49,0.0,1098.69,32741.8,0.0,0.0,42-Day Post-Primary Report,07/18/2026,07/14/2026,2026-08-04
Rebecca Lynn Flood Andrews,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km30qdyyf4sbpf6bm5qzzrn4,1000.0,1000.0,0.0,1830.69,6468.45,0.0,0.0,42-Day Post-Primary MCEA Report,07/16/2026,07/14/2026,2026-08-04
Rebecca Stephens,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khrpd8vxfecsb4csc0s0w8wq,24487.0,24487.0,0.0,10068.95,14418.05,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Rhiannon Hampson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjgbhk3sf908mp7dyg8h2sx6,9334.47,8270.0,1064.47,797.77,7472.23,0.0,2027.0,42-Day Post-Primary Report,07/22/2026,07/14/2026,2026-08-04
Richard G. Mason,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qchy4tn7j,3858.5,3858.3,0.0,2761.32,1097.18,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Richard H. Campbell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zv7gqc8k5,8232.71,8232.71,0.0,209.28,8023.43,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Richard Marc Goldman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9gjar3f9rbxk989t0wgxzh,1000.0,1000.0,0.0,3472.39,8127.61,0.0,0.0,42-Day Post-Primary MCEA Report,07/27/2026,07/14/2026,2026-08-04
R. Melissa Winslow,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsjnkcw7h,12731.79,12731.76,0.0,3106.81,9624.98,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Robert Cameron,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk206f0je8kv8sm004v80mky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2026-08-04
Robert Finch Sullebarger,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw805qawxr9m,2898.99,2898.99,0.0,6777.37,25271.6,0.0,0.0,42-Day Post-Primary MCEA Report,08/03/2026,07/14/2026,2026-08-04
Robert J. Wessels,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdm66hzngj,63962.58,63197.1,765.48,63188.44,8.66,0.0,0.0,42-Day Post-Primary Report,07/18/2026,07/14/2026,2026-08-04
Robert Kelly,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh53mqm7f5rv5eyxxqv33444,1000.0,1000.0,0.0,2323.52,7626.08,0.0,0.0,42-Day Post-Primary MCEA Report,07/22/2026,07/14/2026,2026-08-04
Robin Crawley,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmrgg4nsep4bcne7st38918q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42-Day Post-Primary Report,07/20/2026,07/14/2026,2026-08-04
Robin Upton-Sukeforth,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkw7rqmf4xa536cep5rq04q,1000.0,1000.0,0.0,2400.95,9199.05,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Roger Albert,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmk8pzg9ece8nj7x5e4vkxsc,1500.0,1500.0,0.0,58.57,1441.43,0.0,0.0,42-Day Post-Primary Report,07/30/2026,07/14/2026,2026-08-04
Roland Daniel Martin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8q6d0aecfry25181tgft4v,600.0,600.0,0.0,1167.9,14972.1,0.0,0.0,42-Day Post-Primary MCEA Report,07/28/2026,07/14/2026,2026-08-04
Rolf Arthur Olsen Jr.,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zstc04a8g,3464.7,3461.89,2.81,1254.07,2207.82,0.0,0.0,11-Day Pre-Primary Report,07/22/2026,05/22/2026,2026-08-04
Ronald Russell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knpsrn9cfym9w9sv39jqv06p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42-Day Post-Primary Report,07/28/2026,07/14/2026,2026-08-04
Roy D Gott,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01krkwdxgefzatb9e058c51yzm,100.0,100.0,0.0,99.54,8950.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Russell John Black,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7ztrg7q9tv,1000.0,1000.0,0.0,1068.0,7225.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/20/2026,07/14/2026,2026-08-04
Russell P. White,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800xkb9rf7,1000.0,1000.0,0.0,1000.0,7300.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Ryan Christopher Otis,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvvwc1r92,3000.0,3000.0,0.0,10907.68,21237.32,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Ryan Fecteau,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qyat4xsg,1334.25,1334.25,0.0,150.6,1183.65,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Ryan Morgan,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvwzw38eqxa6ydzh7h9a9zf,600.0,600.0,0.0,545.0,55.0,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Saige Michele Bird,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw80500nrypm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2026-08-04
Sally Cluchey,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7m9ke7f8hrvtrvk3q9z0v3,1000.66,1000.0,0.0,2091.81,19408.85,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Samuel Lewis Zager,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zz91dadg8,1000.0,1000.0,0.0,1037.91,2637.09,0.0,1070.0,42-Day Post-Primary MCEA Report,07/20/2026,07/14/2026,2026-08-04
Scott A. Harriman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qczsbke0w,1000.0,1000.0,0.0,1081.02,7218.98,0.0,0.0,42-Day Post-Primary MCEA Report,07/17/2026,07/14/2026,2026-08-04
Scott A. Harriman (Special),https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zrgb26jft,33390.33,33065.76,324.57,32160.9,904.86,0.0,0.0,42-Day Post-Special Election Report (2026 HD 94 Special Election),07/22/2026,,2026-08-04
Scott Craig,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjaz7wy5fd6ajftcv6qe8mbx,700.0,700.0,0.0,964.6,7035.4,0.0,0.0,42-Day Post-Primary MCEA Report,07/28/2026,07/14/2026,2026-08-04
Scott Doherty,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3xczm0f5qra85tx16bmsjt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42-Day Post-Primary Report,07/20/2026,07/14/2026,2026-08-04
Scott Girardin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp3x7f5kf1cbts52s3v50zqj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42-Day Post-Primary Report,07/18/2026,07/14/2026,2026-08-04
Scott Strom,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3n560neefs1gp9yrfe4ahe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42-Day Pre-Primary Report,04/28/2026,04/21/2026,2026-08-04
Scott W. Cyrway,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qbpzdr0v,3000.0,3000.0,0.0,3247.99,35493.4,0.0,0.0,42-Day Post-Primary MCEA Report,07/20/2026,07/14/2026,2026-08-04
Sean Faircloth,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbr2qcmf0eanw6xm7q5zdhp,0.0,0.0,0.0,0.0,2675.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/15/2026,07/14/2026,2026-08-04
Sean Mahoney,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsxk0cdq4,1000.0,1000.0,0.0,1150.34,7149.66,0.0,0.0,42-Day Post-Primary MCEA Report,07/14/2026,07/14/2026,2026-08-04
Seven Siegel,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8373fketn8bethv06tkj8t,1000.0,1000.0,0.0,1060.49,7239.51,0.0,0.0,42-Day Post-Primary MCEA Report,07/29/2026,07/14/2026,2026-08-04
Shanna Cox,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806x866dvc,28964.01,25464.0,500.0,27527.84,936.17,3000.0,4100.0,42-Day Post-Primary Report,07/19/2026,07/14/2026,2026-08-04
Sharon C. Frost,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758r8enymtk,12371.1,12250.39,120.71,1029.38,11221.01,0.0,0.0,42-Day Post-Primary Report,07/19/2026,07/14/2026,2026-08-04
Shawn Leroy Lancaster,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q9jta98cn,2950.0,2950.0,0.0,593.27,2356.73,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Shawn M. Dixon,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qd855tcv8,5106.0,2856.0,0.0,3078.35,2027.65,2250.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Shawn Michael Packard,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qay6t3gsa,4050.01,4050.01,0.0,3718.55,331.46,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Shawn Saindon,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkqq7khfy08rwphmm97pj6b,1000.0,1000.0,0.0,3206.81,5093.18,0.0,0.0,42-Day Post-Primary MCEA Report,07/30/2026,07/14/2026,2026-08-04
Sheila Lyman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km65aqy3fhpsyzmghz2yy0za,1000.0,1000.0,0.0,4678.41,8571.59,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Shenna Bellows,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758p1xtjrkn,1910163.56,1899246.71,8770.32,1824073.11,77320.13,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Sophia Warren,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khnwqzkheg1rn44spkze48rd,3000.0,3000.0,0.0,16365.84,32960.48,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Stacey Kay Guerin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbrk4k2cd,18002.47,18002.47,0.0,2008.22,15994.25,0.0,0.0,42-Day Post-Primary Report,07/15/2026,07/14/2026,2026-08-04
"Stanley Short, Jr.",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khstq3jte6eabvk0kwh29a55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42-Day Post-Primary Report,07/20/2026,07/14/2026,2026-08-04
Stephen Carey,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0zn7n3fvdb6wk90pgx7d24,3000.0,3000.0,0.0,8922.17,29828.02,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Stephen Wood,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7qjgq6fs88g8frphmy307k,3000.0,2000.0,0.0,0.0,3000.0,1000.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Steven Butterfield,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbtp46gfv59jcd5d8zvy6ag,960.0,960.0,0.0,4085.54,0.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/08/2026,07/14/2026,2026-08-04
Steven Christopher Sheppard,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdknptt244,1100.0,1100.0,0.0,1082.56,17.44,0.0,0.0,2025 July Semiannual Report,07/01/2025,,2026-08-04
Steven Matthew Bishop,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c96zzdnqq,15929.56,15929.56,0.0,1638.05,14291.51,0.0,0.0,42-Day Post-Primary Report,07/16/2026,07/14/2026,2026-08-04
Steven McGee,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knsy0yb0f7395rjkqbxbqxyz,17727.06,17400.0,326.73,5291.42,12108.91,0.0,1327.91,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Susan Bernard,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk26pb4nedh99m9fv8s79t4k,6100.0,6100.0,0.0,3029.58,3070.42,0.0,0.0,42-Day Post-Primary Report,07/22/2026,07/14/2026,2026-08-04
Susan Fuller,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3wqzqre9t84c1mzgw2faaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2026-08-04
Suzanne Johnson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkw18pe3f30927gxp2anjx3z,1600.0,1200.0,0.0,1278.68,321.32,0.0,0.0,42-Day Post-Primary Report,07/19/2026,07/14/2026,2026-08-04
Suzanne R. Andresen,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvq8nst9d,1000.0,1000.0,0.0,4315.05,6627.95,0.0,0.0,42-Day Post-Primary MCEA Report,07/15/2026,07/14/2026,2026-08-04
Suzanne Salisbury,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh557r74ff9a1be3rvmfrt2y,0.0,0.0,0.0,387.41,6912.59,0.0,0.0,42-Day Post-Primary MCEA Report,07/22/2026,07/14/2026,2026-08-04
Tammy Schmersal-Burgess,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8028a729bm,0.0,0.0,0.0,1184.77,9415.23,0.0,0.0,42-Day Post-Primary MCEA Report,07/20/2026,07/14/2026,2026-08-04
Tavis Hasenfus,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km10v49nefgagt1pjbvgd2eh,1386.18,1385.84,0.0,4.92,1381.26,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Taylor West,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh52m79ae6sat8n6wxjtpsyq,945.03,945.0,0.0,3392.15,6500.89,0.0,,42-Day Post-Primary MCEA Report,07/23/2026,07/14/2026,2026-08-04
Teresa S Pierce,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q99asb3k5,3450.0,3450.0,0.0,39.5,3410.5,0.0,0.0,42-Day Post-Primary Report,07/19/2026,07/14/2026,2026-08-04
Thomas Hart,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knmawmxyfy2t678d7kcc60zw,1600.0,1600.0,0.0,0.0,1600.0,0.0,0.0,42-Day Post-Primary Report,07/30/2026,07/14/2026,2026-08-04
Thomas Lavigne,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjftsme6fc6v1t20ayc56xke,3509.36,3509.36,0.0,451.86,3057.5,0.0,0.0,42-Day Post-Primary Report,07/06/2026,07/14/2026,2026-08-04
Thomas Watson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjg24ahxek29pkavfrcm30qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2026-08-04
Tiffany Strout,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8024cmt5q8,0.87,0.0,0.0,259.45,7041.42,0.0,0.0,42-Day Post-Primary MCEA Report,07/14/2026,07/14/2026,2026-08-04
Timothy Becker,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkpp6spf80a2a02sb7k377e,1015.0,1000.0,0.0,3456.01,8158.46,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Timothy Conrad Guerrette,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbbg0eq17,0.0,0.0,0.0,1475.0,1200.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Timothy E Nangle,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qdjz1m52z,2885.0,2885.0,0.0,4956.35,46943.65,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Timothy Nickels,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmdzfywefypsm1psyb3y08ez,3008.65,2308.65,0.0,2817.2,191.45,0.0,0.0,42-Day Post-Primary Report,06/30/2026,07/14/2026,2026-08-04
Timothy Towne,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp925p1rehx88tdejsvz0wxz,3400.0,3400.0,0.0,2334.96,1065.04,0.0,0.0,42-Day Post-Primary Report,07/17/2026,07/14/2026,2026-08-04
Todd Michael Davis,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8061te5wvw,0.0,0.0,0.0,0.0,8944.43,0.0,0.0,42-Day Post-Primary MCEA Report,07/20/2026,07/14/2026,2026-08-04
Tom Keefe,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjajr541ftj82wd4j6nwres6,7892.5,2892.5,0.0,7892.5,0.0,0.0,0.0,42-Day Post-Primary Report,07/23/2026,07/14/2026,2026-08-04
Traci Gere,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806hc84qnt,1000.0,1000.0,0.0,1000.0,13900.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/16/2026,07/14/2026,2026-08-04
Tracy Quint,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khvdqbgkf6ss8nfhhjck9jh9,2450.0,2450.0,0.0,1976.44,473.56,0.0,0.0,42-Day Post-Primary Report,07/22/2026,07/14/2026,2026-08-04
Trent Vellella,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvr3wwdetnsd0z1bcanzs1d,1000.0,1000.0,0.0,2254.18,7691.0,0.0,360.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Trevor Alex Doiron,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zqryby5fm,1000.0,1000.0,0.0,5973.3,15526.41,0.0,0.0,42-Day Post-Primary MCEA Report,07/20/2026,07/14/2026,2026-08-04
Troy Dale Jackson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdgkfvzb2g,1079415.73,1076362.42,3053.31,920167.57,156194.85,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Valli D. Geiger,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8071c1k83d,0.0,0.0,0.0,204.45,8745.55,0.0,0.0,42-Day Post-Primary MCEA Report,07/16/2026,07/14/2026,2026-08-04
Vaughn J Mclaughlin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdhtvjtpxz,1634.8,1634.0,0.0,1764.89,28960.91,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Victoria Porter Kornfield,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw807zy2jp5w,725.0,725.0,0.0,3582.8,8740.2,0.0,0.0,42-Day Post-Primary MCEA Report,07/13/2026,07/14/2026,2026-08-04
Vincent Maietta,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3vxfzee408tvztsmp8dt51,23200.0,23200.0,0.0,21158.48,2041.52,0.0,0.0,42-Day Post-Primary Report,07/21/2026,07/14/2026,2026-08-04
Walter Runte JR,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjeje61pf4k8etvt35jz0j17,0.0,0.0,0.0,824.62,8125.38,0.0,0.0,42-Day Post-Primary MCEA Report,07/20/2026,07/14/2026,2026-08-04
Wayne K. Farrin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyzn2skex,1000.0,1000.0,0.0,1103.39,7196.61,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
Wayne Parry,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdjvg002fp,21819.2,21604.65,214.27,612.6,20992.33,0.0,0.0,42-Day Post-Primary Report,07/19/2026,07/14/2026,2026-08-04
W. Edward Crockett,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q9dtgbm5e,9317.98,9317.98,0.0,9253.48,64.5,0.0,0.0,42-Day Post-Primary Report,07/17/2026,07/14/2026,2026-08-04
William J. St. Michel,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zwegwgy12,1000.0,1000.0,0.0,4323.3,8275.7,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
William R. Bridgeo,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zryk5a2kz,1000.0,1000.0,0.0,1086.96,12159.04,0.0,0.0,42-Day Post-Primary MCEA Report,07/21/2026,07/14/2026,2026-08-04
William R Tuell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zx37px971,400.0,400.0,0.0,3828.0,6422.0,0.0,0.0,42-Day Post-Primary MCEA Report,07/13/2026,07/14/2026,2026-08-04
