candidate_name,candidate_id,office,district,party,committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,disbursement_description,disbursement_purpose_category,disbursement_date,disbursement_amount,disbursement_type_description,memo_text,line_number_label
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,RETURNED PAYMENT,OTHER,2023-10-02,-513.9,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,RETURNED PAYMENT,OTHER,2023-10-02,-283.9,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,UBER,SAN FRANCISCO,CA,941031331,TRAVEL,OTHER,2023-10-01,38.54,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,UBER,SAN FRANCISCO,CA,941031331,TRAVEL,OTHER,2023-10-01,172.15,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,UBER,SAN FRANCISCO,CA,941031331,TRAVEL,OTHER,2023-10-01,27.26,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,UBER,SAN FRANCISCO,CA,941031331,TRAVEL,OTHER,2023-10-01,21.42,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,UBER,SAN FRANCISCO,CA,941031331,TRAVEL,OTHER,2023-10-01,25.95,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,SOLO PANE E PASTICCERIA,BATH,ME,045302501,CATERING,FUNDRAISING,2023-10-01,1175.04,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,MARRIOTT CAMBRIDGE RESIDENCE INN,CAMBRIDGE,MA,021421022,TRAVEL,OTHER,2023-10-01,647.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,TRAVEL,OTHER,2023-10-01,482.79,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,U.S. POSTAL SERVICE,BRUNSWICK,ME,040112276,POSTAGE,ADMINISTRATIVE,2023-10-01,662.3,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,TRADER JOES,PORTLAND,ME,041012437,CATERING,FUNDRAISING,2023-10-01,302.8,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,THE UPS STORE,SCARBOROUGH,ME,040748127,SHIPPING FEES,OTHER,2023-10-01,33.88,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,THE UPS STORE,SCARBOROUGH,ME,040748127,SHIPPING FEES,OTHER,2023-10-01,34.49,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,NGP VAN,WASHINGTON,DC,200055006,SOFTWARE SUBSCRIPTION,OTHER,2023-10-01,2250.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,NATIONBUILDER,LOS ANGELES,CA,900712600,SOFTWARE SUBSCRIPTION,OTHER,2023-10-01,2907.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,JETBLUE AIRWAYS CORP,LONG ISLAND CITY,NY,11101,TRAVEL,OTHER,2023-10-01,717.8,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,INTUIT,WOODLAND HILLS,CA,913677091,FINANCE SOFTWARE,OTHER,2023-10-01,105.5,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SUBSCRIPTION,OTHER,2023-10-01,97.53,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SUBSCRIPTION,OTHER,2023-10-01,51.09,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,DROPBOX,SAN FRANCISCO,CA,941582388,SOFTWARE SUBSCRIPTION,OTHER,2023-10-01,72.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,DEL MAR RESTAURANT DC,WASHINGTON,DC,200243433,CATERING,FUNDRAISING,2023-10-01,213.58,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,DALE RAND PRINTING,PORTLAND,ME,041012631,PRINTING SERVICES,ADVERTISING,2023-10-01,693.79,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,CLOUDPORT CO-WORKING OFFICES,PORTLAND,ME,041014222,OFFICE RENT,ADMINISTRATIVE,2023-10-01,201.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMAZON,SEATTLE,WA,981081300,OFFICE SUPPLIES,ADMINISTRATIVE,2023-10-01,158.24,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AIRPORT MEALS,AUSTIN,TX,787192363,MEAL,TRAVEL,2023-10-01,3.5,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,JSTREETPAC,WASHINGTON,DC,200330106,CREDIT CARD PROCESSING FEE,OTHER,2023-09-30,3.87,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200115873,CREDIT CARD PROCESSING,OTHER,2023-09-30,1280.22,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,021443132,CREDIT CARD PROCESSING,OTHER,2023-09-30,5.95,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,MAINE ILLINOIS VICTORY FUND,WASHINGTON,DC,200037508,PROCESSING FEES,CONTRIBUTIONS,2023-09-29,405.5,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL PROCESSING FEE,OTHER,2023-09-29,73.65,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,WORKERS' COMPENSATION INSURANCE,MATERIALS,2023-09-29,39.78,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"NICHOLSON, SAWYER",BRUNSWICK,ME,040117291,REIMB OF VOLUNTEER'S COSTS SERVING AS DRIVER/STAFF ASSISTANT ON CAMPAIGN,OTHER,2023-09-29,250.0,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"LAFAVE, LORI",FALLS CHURCH,VA,220463531,FUNDRAISING CONSULTING,OTHER,2023-09-29,10000.0,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"SPALTER, WILLA",CHEVY CHASE,MD,208155411,PAYROLL,OTHER,2023-09-28,260.63,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"RICCI, CHRISTIAN SAMUEL",YARMOUTH,ME,040961442,PAYROLL,OTHER,2023-09-28,1949.49,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DIETRICK, TUCKER",WASHINGTON,DC,200102079,PAYROLL,OTHER,2023-09-28,1220.23,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DAVIS, GAETAN MARIA",PORTLAND,ME,041032426,PAYROLL,OTHER,2023-09-28,3487.19,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL SEE NET ALLOCATION BELOW,OTHER,2023-09-28,6917.54,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL TAXES,OTHER,2023-09-28,3400.24,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,BISTRO CACAO,WASHINGTON,DC,200025702,CATERING,FUNDRAISING,2023-09-27,1816.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"LIRTZMAN, JESSE",WASHINGTON,DC,200055320,REIMBURSEMENT - SEE BELOW IF ITEMIZED,OTHER,2023-09-27,3691.19,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,USPS,BRUNSWICK,ME,040112276,POSTAGE,ADMINISTRATIVE,2023-09-27,134.3,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,THE UPS STORE,SCARBOROUGH,ME,040748127,SHIPPING FEES,OTHER,2023-09-25,85.26,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,NGP VAN,WASHINGTON,DC,200055006,SOFTWARE SUBSCRIPTION,OTHER,2023-09-21,969.0,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,INTUIT,WOODLAND HILLS,CA,913677091,EXPEDITE PAYMENT TO VENDOR,OTHER,2023-09-21,9.69,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,EXPEDIA,SEATTLE,WA,981191111,TRAVEL,OTHER,2023-09-21,1858.64,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DIETRICK, TUCKER",WASHINGTON,DC,200102079,REIMBURSEMENT - SEE BELOW IF ITEMIZED,OTHER,2023-09-21,1858.64,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,INTUIT,WOODLAND HILLS,CA,913677091,EXPEDITE PAYMENT TO VENDOR,OTHER,2023-09-20,10.08,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,EXPEDIA,SEATTLE,WA,981191111,TRAVEL,OTHER,2023-09-20,1377.58,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DIETRICK, TUCKER",WASHINGTON,DC,200102079,REIMBURSEMENT - SEE BELOW IF ITEMIZED,OTHER,2023-09-20,1377.58,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DAVIS, GAETAN MARIA",PORTLAND,ME,041032426,REIMBURSEMENT - SEE BELOW IF ITEMIZED,OTHER,2023-09-20,1007.93,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL PROCESSING FEE,OTHER,2023-09-18,135.75,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,CARDMEMBER SERVICE,SAINT LOUIS,MO,631790408,CREDIT CARD PAYMENT - SEE BELOW IF ITEMIZED,OTHER,2023-09-17,14201.45,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"SPALTER, WILLA",CHEVY CHASE,MD,208155411,PAYROLL,OTHER,2023-09-15,69.26,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"RICCI, CHRISTIAN SAMUEL",YARMOUTH,ME,040961442,PAYROLL,OTHER,2023-09-15,1949.47,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"LEAHY, ANASTASIA",BROOKLYN,NY,112312731,PAYROLL,OTHER,2023-09-15,534.75,,* PR 9/15/2023 NET PAYROLL,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DIETRICK, TUCKER",WASHINGTON,DC,200102079,PAYROLL,OTHER,2023-09-15,2198.14,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DAVIS, GAETAN MARIA",PORTLAND,ME,041032426,PAYROLL,OTHER,2023-09-15,3487.19,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL SEE NET ALLOCATION BELOW,OTHER,2023-09-15,8238.81,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL TAXES,OTHER,2023-09-15,4141.43,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,WORKERS' COMPENSATION INSURANCE,MATERIALS,2023-09-15,43.53,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,CAMDEN NATIONAL BANK,CAMDEN,ME,048431947,BANK FEES,OTHER,2023-09-08,197.9,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,HARVARD PILGRIM HEALTH CARE,BOSTON,MA,022970050,HEALTH INSURANCE PREMIUM-CAMPAIGN STAFF,OTHER,2023-09-06,427.91,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"WOODWORTH, SHERYL ANNE",PORTSMOUTH,NH,038014760,ACCOUNTING CONSULTING,OTHER,2023-09-05,5716.2,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,PARAGON SOLUTION,TEMPE,AZ,852821895,CREDIT CARD PROCESSING FEE,OTHER,2023-09-05,6093.72,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AUTHORIZE.NET,SAN FRANCISCO,CA,941288999,CREDIT CARD PROCESSING FEE,OTHER,2023-09-05,40.0,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,RETURNED PAYMENT OF PAYROLL TAX EXCESS,OTHER,2023-09-01,-293.54,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL PROCESSING FEE,OTHER,2023-09-01,73.65,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,WORKERS' COMPENSATION INSURANCE,MATERIALS,2023-09-01,43.53,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,EVO PAYMENTS INTERNATIONAL,PORTLAND,ME,041014928,CREDIT CARD PROCESSING FEE,OTHER,2023-09-01,174.45,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"RICCI, CHRISTIAN SAMUEL",YARMOUTH,ME,040961442,PAYROLL,OTHER,2023-08-31,1949.48,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"LEAHY, ANASTASIA",BROOKLYN,NY,112312731,PAYROLL,OTHER,2023-08-31,690.02,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DIETRICK, TUCKER",WASHINGTON,DC,200102079,PAYROLL,OTHER,2023-08-31,2198.14,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DAVIS, GAETAN MARIA",PORTLAND,ME,041032426,PAYROLL,OTHER,2023-08-31,3487.19,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL SEE NET ALLOCATION BELOW,OTHER,2023-08-31,8324.83,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL TAXES,OTHER,2023-08-31,4181.29,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"NICHOLSON, SAWYER",BRUNSWICK,ME,040117291,REIMB OF VOLUNTEER'S COSTS SERVING AS DRIVER/STAFF ASSISTANT ON CAMPAIGN,OTHER,2023-08-31,250.0,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"LAFAVE, LORI",FALLS CHURCH,VA,220463531,FUNDRAISING CONSULTING,OTHER,2023-08-31,10000.0,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,JSTREETPAC,WASHINGTON,DC,200330106,CREDIT CARD PROCESSING FEE,OTHER,2023-08-31,2.07,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200115873,CREDIT CARD PROCESSING,OTHER,2023-08-31,963.89,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,021443132,CREDIT CARD PROCESSING,OTHER,2023-08-31,36.74,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,SMLC,WINDHAM,ME,040620988,CONTRIBUTION TO LABOR DAY BREAKFAST,OTHER,2023-08-30,1000.0,,,Other Disbursements
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,UNION & CO LLC,BATH,ME,04530,EVENT SPACE RENTAL,ADMINISTRATIVE,2023-08-24,500.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,HERTZ CORPORATION,OKLAHOMA CITY,OK,731260120,TRAVEL,OTHER,2023-08-24,571.89,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,BISTRO CACAO,WASHINGTON,DC,200025702,CATERING,FUNDRAISING,2023-08-24,606.4,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,TRAVEL,OTHER,2023-08-24,196.9,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,ALLEGRO ROYAL SONESTA HOTEL,CHICAGO,IL,606013121,EVENT SPACE RENTAL,ADMINISTRATIVE,2023-08-24,1581.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"LIRTZMAN, JESSE",WASHINGTON,DC,200055320,REIMBURSEMENT - SEE BELOW IF ITEMIZED,OTHER,2023-08-24,1689.55,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,BUTLER LAW OFFICES,BRUNSWICK,ME,040112201,LEGAL SERVICES,OTHER,2023-08-24,7150.0,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,SPORTSMAN'S ALLIANCE OF MAINE,AUGUSTA,ME,043308210,ADVERTISING,OTHER,2023-08-23,1000.0,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,BLACK TIE COMPANY,PORTLAND,ME,041014761,CATERING,FUNDRAISING,2023-08-21,5082.32,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL PROCESSING FEE,OTHER,2023-08-18,71.55,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,WORKERS' COMPENSATION INSURANCE,MATERIALS,2023-08-18,31.4,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"LEAHY, ANASTASIA",BROOKLYN,NY,112312731,PAYROLL,OTHER,2023-08-17,690.02,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DIETRICK, TUCKER",WASHINGTON,DC,200102079,PAYROLL,OTHER,2023-08-17,2198.14,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DAVIS, GAETAN MARIA",PORTLAND,ME,041032426,PAYROLL,OTHER,2023-08-17,3487.19,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL SEE NET ALLOCATION BELOW,OTHER,2023-08-17,6375.35,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"PAYCHEX, INC.",AUBURN,ME,042108896,PAYROLL TAXES,OTHER,2023-08-17,3400.41,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,SOUTHWEST AIRLINES,DALLAS,TX,75235,RETURNED PAYMENT,OTHER,2023-08-17,-465.98,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,NGP VAN,WASHINGTON,DC,200055006,SOFTWARE SUBSCRIPTION,OTHER,2023-08-17,2250.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,NATIONBUILDER,LOS ANGELES,CA,900712600,SOFTWARE SUBSCRIPTION,OTHER,2023-08-17,2907.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,MCLAUGHLIN SEAFOOD,BANGOR,ME,044016810,CATERING,FUNDRAISING,2023-08-17,1084.71,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,INTUIT,WOODLAND HILLS,CA,913677091,FINANCE SOFTWARE,OTHER,2023-08-17,105.5,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SUBSCRIPTION,OTHER,2023-08-17,62.4,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SUBSCRIPTION,OTHER,2023-08-17,50.98,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"DELTA AIRLINES, INC.",ATLANTA,GA,303202574,TRAVEL,OTHER,2023-08-17,774.9,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,DALE RAND PRINTING,PORTLAND,ME,041012631,PRINTING SERVICES,ADVERTISING,2023-08-17,921.02,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,DALE RAND PRINTING,PORTLAND,ME,041012631,PRINTING SERVICES,ADVERTISING,2023-08-17,772.26,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,CLOUDPORT CO-WORKING OFFICES,PORTLAND,ME,041014222,OFFICE RENT,ADMINISTRATIVE,2023-08-17,200.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,CLOUDPORT CO-WORKING OFFICES,PORTLAND,ME,041014222,OFFICE RENT,ADMINISTRATIVE,2023-08-17,26.67,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,BRUNSWICK TOUR & TRAVEL,WOOLWICH,ME,045794561,TRAVEL AGENT FEE,OTHER,2023-08-17,30.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,BRUNSWICK TOUR & TRAVEL,WOOLWICH,ME,045794561,TRAVEL AGENT FEE,OTHER,2023-08-17,30.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,BRUNSWICK TOUR & TRAVEL,WOOLWICH,ME,045794561,TRAVEL AGENT FEE,OTHER,2023-08-17,30.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,"ARISTOTLE INTERNATIONAL, INC.",WASHINGTON,DC,200031164,SOFTWARE SUBSCRIPTION,OTHER,2023-08-17,3600.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,RETURNED PAYMENT,OTHER,2023-08-17,-513.9,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,TRAVEL,OTHER,2023-08-17,538.9,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,TRAVEL,OTHER,2023-08-17,458.9,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,TRAVEL,OTHER,2023-08-17,178.9,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,AMERICAN AIRLINES,FORT WORTH,TX,761552605,TRAVEL,OTHER,2023-08-17,50.0,,*,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,CARDMEMBER SERVICE,SAINT LOUIS,MO,631790408,CREDIT CARD PAYMENT - SEE BELOW IF ITEMIZED,OTHER,2023-08-17,13140.25,,,Operating Expenditures
"KING, ANGUS S. JR.",S2ME00109,Senate,00,INDEPENDENT,C00516047,LEAHY FOR US SENATOR COMMITTEE INC,MONTPELIER,VT,056011042,CONTRIBUTION REFUND,REFUNDS,2023-08-15,2000.0,CONTRIBUTION REFUND TO CANDIDATE/COMMITTEE,,Refunds of Contributions to Other Political Committees
