candidate_name,candidate_id,office,district,committee_id,report_type,report_year,coverage_start_date,coverage_end_date,receipt_date,total_receipts,total_disbursements,cash_on_hand,pdf_url,document_description
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,,2025,,,2025-06-02T00:00:00,,,,https://docquery.fec.gov/pdf/694/202506020300325694/202506020300325694.pdf,RFAI: Document 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,,2025,,,2025-04-17T00:00:00,,,,https://docquery.fec.gov/pdf/681/202504179756120681/202504179756120681.pdf,Statement of Organization 2025
"ALCORN, ETHAN WELD MR",S6ME00423,Senate,00,C00942078,,2026,,,2026-03-05T00:00:00,,,,https://docquery.fec.gov/pdf/970/202603059837890970/202603059837890970.pdf,Statement of Organization 2026
"RENCH, PHILLIP",S6ME00282,Senate,00,C00897660,,2026,,,2026-02-20T00:00:00,,,,https://docquery.fec.gov/pdf/919/202602200300520919/202602200300520919.pdf,Miscellaneous Report to FEC 2026
"RENCH, PHILLIP",S6ME00282,Senate,00,C00897660,,2026,,,2026-02-04T00:00:00,,,,https://docquery.fec.gov/pdf/025/202602040300336025/202602040300336025.pdf,Termination Approval 2026
"RENCH, PHILLIP",S6ME00282,Senate,00,C00897660,TERMINATION REPORT,2025,2025-10-01,2025-12-31,2026-01-30T00:00:00,186.55,16379.54,8047.8,https://docquery.fec.gov/pdf/943/202601309794744943/202601309794744943.pdf,TERMINATION REPORT 2025
"RENCH, PHILLIP",S6ME00282,Senate,00,C00897660,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-10-15T00:00:00,744.44,10607.54,24240.79,https://docquery.fec.gov/pdf/840/202510159791022840/202510159791022840.pdf,OCTOBER QUARTERLY 2025
"RENCH, PHILLIP",S6ME00282,Senate,00,C00897660,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2025-07-15T00:00:00,1782.02,13420.39,34103.89,https://docquery.fec.gov/pdf/625/202507159763355625/202507159763355625.pdf,JULY QUARTERLY 2025
"RENCH, PHILLIP",S6ME00282,Senate,00,C00897660,APRIL QUARTERLY,2025,2025-01-01,2025-03-31,2025-04-15T00:00:00,52786.79,7044.53,45742.26,https://docquery.fec.gov/pdf/351/202504159755532351/202504159755532351.pdf,APRIL QUARTERLY 2025
"RENCH, PHILLIP",S6ME00282,Senate,00,C00897660,,2025,,,2025-02-13T00:00:00,,,,https://docquery.fec.gov/pdf/537/202502139753424537/202502139753424537.pdf,Statement of Organization 2025
"EVANS, DAVID ALAN",S6ME00399,Senate,00,C00921767,,2026,,,2026-01-20T00:00:00,,,,https://docquery.fec.gov/pdf/316/202601200300335316/202601200300335316.pdf,Termination Approval 2026
"EVANS, DAVID ALAN",S6ME00399,Senate,00,C00921767,TERMINATION REPORT,2025,2025-10-01,2025-12-31,2026-01-19T00:00:00,6436.72,6436.72,0.0,https://docquery.fec.gov/pdf/460/202601199794034460/202601199794034460.pdf,TERMINATION REPORT 2025
"EVANS, DAVID ALAN",S6ME00399,Senate,00,C00921767,,2025,,,2025-10-01T00:00:00,,,,https://docquery.fec.gov/pdf/348/202510019790661348/202510019790661348.pdf,Statement of Organization 2025
"PLATNER, GRAHAM",S6ME00373,Senate,00,C00916437,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-31T00:00:00,4619147.44,3142792.57,3717277.65,https://docquery.fec.gov/pdf/943/202601319808833943/202601319808833943.pdf,YEAR-END 2025
"PLATNER, GRAHAM",S6ME00373,Senate,00,C00916437,,2025,,,2025-10-31T00:00:00,,,,https://docquery.fec.gov/pdf/630/202510319792078630/202510319792078630.pdf,Statement of Organization 2025
"PLATNER, GRAHAM",S6ME00373,Senate,00,C00916437,,2025,,,2025-10-22T00:00:00,,,,https://docquery.fec.gov/pdf/809/202510229791991809/202510229791991809.pdf,Statement of Organization 2025
"PLATNER, GRAHAM",S6ME00373,Senate,00,C00916437,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-10-15T00:00:00,3248760.24,1007837.46,2240922.78,https://docquery.fec.gov/pdf/902/202510159791597902/202510159791597902.pdf,OCTOBER QUARTERLY 2025
"PLATNER, GRAHAM",S6ME00373,Senate,00,C00916437,,2025,,,2025-08-18T00:00:00,,,,https://docquery.fec.gov/pdf/022/202508189789505022/202508189789505022.pdf,Statement of Organization 2025
"SMERIGLIO, DANIEL C",S6ME00290,Senate,00,C00903872,,2025,,,2025-06-02T00:00:00,,,,https://docquery.fec.gov/pdf/702/202506020300325702/202506020300325702.pdf,RFAI: Document 2025
"SMERIGLIO, DANIEL C",S6ME00290,Senate,00,C00903872,,2025,,,2025-05-06T00:00:00,,,,https://docquery.fec.gov/pdf/317/202505069759044317/202505069759044317.pdf,Statement of Organization 2025
"SMERIGLIO, DANIEL C",S6ME00290,Senate,00,C00903872,,2025,,,2025-04-30T00:00:00,,,,https://docquery.fec.gov/pdf/842/202504309758900842/202504309758900842.pdf,Statement of Organization 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2026,,,2026-03-30T00:00:00,,,,https://docquery.fec.gov/pdf/874/202603309856874874/202603309856874874.pdf,Statement of Organization 2026
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-31T00:00:00,2219769.52,882643.17,8039233.6,https://docquery.fec.gov/pdf/287/202601319808572287/202601319808572287.pdf,YEAR-END 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2026,,,2026-01-14T00:00:00,,,,https://docquery.fec.gov/pdf/787/202601149793969787/202601149793969787.pdf,Statement of Organization 2026
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-12-21T00:00:00,,,,https://docquery.fec.gov/pdf/572/202512210300334572/202512210300334572.pdf,RFAI: OCTOBER QUARTERLY 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-10-15T00:00:00,1919431.57,473241.48,6702107.25,https://docquery.fec.gov/pdf/554/202510159791041554/202510159791041554.pdf,OCTOBER QUARTERLY 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2025-07-14T00:00:00,2411723.59,370724.67,5255917.16,https://docquery.fec.gov/pdf/248/202507149762827248/202507149762827248.pdf,JULY QUARTERLY 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2025,,,2025-07-07T00:00:00,,,,https://docquery.fec.gov/pdf/989/202507079762732989/202507079762732989.pdf,Statement of Organization 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2025,2025-01-01,2025-03-31,2025-06-10T00:00:00,842366.72,203757.38,3214918.24,https://docquery.fec.gov/pdf/383/202506109761873383/202506109761873383.pdf,APRIL QUARTERLY 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2025,2025-01-01,2025-03-31,2025-04-13T00:00:00,842366.72,203757.38,3214918.24,https://docquery.fec.gov/pdf/599/202504139755272599/202504139755272599.pdf,APRIL QUARTERLY 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2025,,,2025-04-08T00:00:00,,,,https://docquery.fec.gov/pdf/183/202504089755067183/202504089755067183.pdf,Miscellaneous Report to FEC 2025
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2024,2024-07-01,2024-09-30,2025-03-24T00:00:00,,,,https://docquery.fec.gov/pdf/669/202503240300321669/202503240300321669.pdf,RFAI: OCTOBER QUARTERLY 2024
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2024,2024-10-01,2024-12-31,2025-01-29T00:00:00,294597.32,82014.91,2576308.9,https://docquery.fec.gov/pdf/326/202501299748049326/202501299748049326.pdf,YEAR-END 2024
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2024,2024-07-01,2024-09-30,2024-10-15T00:00:00,85236.14,78987.43,2363726.49,https://docquery.fec.gov/pdf/238/202410159687678238/202410159687678238.pdf,OCTOBER QUARTERLY 2024
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2024,2024-04-01,2024-06-30,2024-07-15T00:00:00,143465.37,95345.16,2357477.78,https://docquery.fec.gov/pdf/496/202407159660744496/202407159660744496.pdf,JULY QUARTERLY 2024
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2024,2024-01-01,2024-03-31,2024-04-15T00:00:00,336998.47,110011.35,2309357.57,https://docquery.fec.gov/pdf/580/202404159628002580/202404159628002580.pdf,APRIL QUARTERLY 2024
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2023,2023-10-01,2023-12-31,2024-01-23T00:00:00,245685.14,51131.57,2082370.45,https://docquery.fec.gov/pdf/563/202401239600146563/202401239600146563.pdf,YEAR-END 2023
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2023,2023-07-01,2023-09-30,2023-10-12T00:00:00,89792.46,131798.46,1887816.88,https://docquery.fec.gov/pdf/701/202310129597474701/202310129597474701.pdf,OCTOBER QUARTERLY 2023
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2023,2023-04-01,2023-06-30,2023-07-12T00:00:00,272440.27,64941.86,1929822.88,https://docquery.fec.gov/pdf/950/202307129582505950/202307129582505950.pdf,JULY QUARTERLY 2023
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2023,2023-01-01,2023-03-31,2023-04-15T00:00:00,155786.29,30879.67,1722324.47,https://docquery.fec.gov/pdf/280/202304159580582280/202304159580582280.pdf,APRIL QUARTERLY 2023
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2022,2022-10-01,2022-12-31,2023-01-26T00:00:00,139657.9,116980.31,1597417.85,https://docquery.fec.gov/pdf/790/202301269574982790/202301269574982790.pdf,YEAR-END 2022
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2022,2022-07-01,2022-09-30,2022-10-15T00:00:00,69145.32,77043.69,1574740.26,https://docquery.fec.gov/pdf/810/202210159536706810/202210159536706810.pdf,OCTOBER QUARTERLY 2022
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2022,2022-04-01,2022-06-30,2022-07-15T00:00:00,146357.93,67781.38,1582638.63,https://docquery.fec.gov/pdf/433/202207159521398433/202207159521398433.pdf,JULY QUARTERLY 2022
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2022,2022-01-01,2022-03-31,2022-04-15T00:00:00,42237.55,70885.48,1504062.08,https://docquery.fec.gov/pdf/137/202204159499750137/202204159499750137.pdf,APRIL QUARTERLY 2022
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2021,2021-10-01,2021-12-31,2022-01-31T00:00:00,80400.89,202185.8,1532710.01,https://docquery.fec.gov/pdf/992/202201319486125992/202201319486125992.pdf,YEAR-END 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2021,2021-07-01,2021-09-30,2021-10-14T00:00:00,106725.09,167593.48,1654494.92,https://docquery.fec.gov/pdf/739/202110149467278739/202110149467278739.pdf,OCTOBER QUARTERLY 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2021,2021-04-01,2021-06-30,2021-07-15T00:00:00,241634.17,58639.24,1715363.31,https://docquery.fec.gov/pdf/792/202107159451592792/202107159451592792.pdf,JULY QUARTERLY 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,POST-GENERAL,2020,2020-10-15,2020-11-23,2021-07-02T00:00:00,3548174.68,6647713.4,1330361.3,https://docquery.fec.gov/pdf/038/202107029450957038/202107029450957038.pdf,POST-GENERAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2021,,,2021-07-01T00:00:00,,,,https://docquery.fec.gov/pdf/358/202107019450941358/202107019450941358.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2021,,,2021-07-01T00:00:00,,,,https://docquery.fec.gov/pdf/371/202107019450941371/202107019450941371.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2021,,,2021-07-01T00:00:00,,,,https://docquery.fec.gov/pdf/316/202107019450941316/202107019450941316.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2021,,,2021-07-01T00:00:00,,,,https://docquery.fec.gov/pdf/350/202107019450941350/202107019450941350.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2020,2020-07-01,2020-09-30,2021-06-30T00:00:00,8319172.35,7333015.59,6568316.69,https://docquery.fec.gov/pdf/616/202106309450865616/202106309450865616.pdf,OCTOBER QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,PRE-GENERAL,2020,2020-10-01,2020-10-14,2021-06-30T00:00:00,1880959.68,4019376.35,4429900.02,https://docquery.fec.gov/pdf/074/202106309450886074/202106309450886074.pdf,PRE-GENERAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2020,2020-06-25,2020-06-30,2021-06-30T00:00:00,600188.42,24974.43,5582159.93,https://docquery.fec.gov/pdf/488/202106309450864488/202106309450864488.pdf,JULY QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2021,,,2021-06-27T00:00:00,,,,https://docquery.fec.gov/pdf/094/202106279450858094/202106279450858094.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2021,,,2021-06-27T00:00:00,,,,https://docquery.fec.gov/pdf/116/202106279450858116/202106279450858116.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2021,,,2021-06-27T00:00:00,,,,https://docquery.fec.gov/pdf/120/202106279450858120/202106279450858120.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2021,,,2021-06-27T00:00:00,,,,https://docquery.fec.gov/pdf/131/202106279450858131/202106279450858131.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2020,2020-07-01,2020-09-30,2021-05-03T00:00:00,8319172.35,7333015.59,6568316.69,https://docquery.fec.gov/pdf/807/202105039446258807/202105039446258807.pdf,OCTOBER QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,MONTHLY YEAR END / SEMI-ANNUAL,2020,2020-07-01,2020-12-31,2021-04-16T00:00:00,,,,https://docquery.fec.gov/pdf/961/202104169443779961/202104169443779961.pdf,MONTHLY YEAR END / SEMI-ANNUAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2021,2021-01-01,2021-03-31,2021-04-15T00:00:00,310090.25,72914.35,1532368.38,https://docquery.fec.gov/pdf/485/202104159443355485/202104159443355485.pdf,APRIL QUARTERLY 2021
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,POST-GENERAL,2020,2020-10-15,2020-11-23,2021-03-28T00:00:00,,,,https://docquery.fec.gov/pdf/986/202103280300113986/202103280300113986.pdf,RFAI: POST-GENERAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,MONTHLY YEAR END / SEMI-ANNUAL,2020,2020-07-01,2020-12-31,2021-02-19T00:00:00,,,,https://docquery.fec.gov/pdf/962/202102190300108962/202102190300108962.pdf,RFAI: MONTHLY YEAR END / SEMI-ANNUAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2020,2020-11-24,2020-12-31,2021-01-31T00:00:00,131919.8,167088.62,1295192.48,https://docquery.fec.gov/pdf/348/202101319418704348/202101319418704348.pdf,YEAR-END 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2020,2020-06-25,2020-06-30,2020-12-08T00:00:00,,,,https://docquery.fec.gov/pdf/253/202012080300095253/202012080300095253.pdf,RFAI: JULY QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2020,2020-07-01,2020-09-30,2020-12-08T00:00:00,,,,https://docquery.fec.gov/pdf/920/202012080300094920/202012080300094920.pdf,RFAI: OCTOBER QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,POST-GENERAL,2020,2020-10-15,2020-11-23,2020-12-03T00:00:00,3548174.68,6647713.4,1330361.3,https://docquery.fec.gov/pdf/130/202012039340013130/202012039340013130.pdf,POST-GENERAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,PRE-GENERAL,2020,2020-10-01,2020-10-14,2020-11-17T00:00:00,1880959.68,4019376.35,4429900.02,https://docquery.fec.gov/pdf/330/202011179337041330/202011179337041330.pdf,PRE-GENERAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2020,2020-07-01,2020-09-30,2020-11-17T00:00:00,8319172.35,7333015.59,6568316.69,https://docquery.fec.gov/pdf/438/202011179337020438/202011179337020438.pdf,OCTOBER QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2020,2020-06-25,2020-06-30,2020-11-17T00:00:00,600188.42,24974.43,5582159.93,https://docquery.fec.gov/pdf/526/202011179337018526/202011179337018526.pdf,JULY QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,PRE-PRIMARY,2020,2020-04-01,2020-06-24,2020-11-17T00:00:00,3011527.62,3616517.26,5006945.94,https://docquery.fec.gov/pdf/769/202011179336995769/202011179336995769.pdf,PRE-PRIMARY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2019,2019-04-01,2019-06-30,2020-11-05T00:00:00,2003723.46,402272.02,5409262.73,https://docquery.fec.gov/pdf/219/202011059336750219/202011059336750219.pdf,JULY QUARTERLY 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,QUARTERLY SEMI-ANNUAL (MY),2020,2020-01-01,2020-06-30,2020-11-05T00:00:00,,,,https://docquery.fec.gov/pdf/215/202011059336750215/202011059336750215.pdf,QUARTERLY SEMI-ANNUAL (MY) 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,QUARTERLY SEMI-ANNUAL (MY),2019,2019-01-01,2019-06-30,2020-11-05T00:00:00,,,,https://docquery.fec.gov/pdf/212/202011059336750212/202011059336750212.pdf,QUARTERLY SEMI-ANNUAL (MY) 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2020,2020-01-01,2020-03-31,2020-11-05T00:00:00,2415997.36,3999403.52,5611935.58,https://docquery.fec.gov/pdf/727/202011059336750727/202011059336750727.pdf,APRIL QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2020,,,2020-11-04T00:00:00,,,,https://docquery.fec.gov/pdf/120/202011049336744120/202011049336744120.pdf,Statement of Organization 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-11-01T00:00:00,,,,https://docquery.fec.gov/pdf/332/202011019336678332/202011019336678332.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-31T00:00:00,,,,https://docquery.fec.gov/pdf/506/202010319336674506/202010319336674506.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-29T00:00:00,,,,https://docquery.fec.gov/pdf/146/202010299336667146/202010299336667146.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-27T00:00:00,,,,https://docquery.fec.gov/pdf/734/202010279336592734/202010279336592734.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-25T00:00:00,,,,https://docquery.fec.gov/pdf/935/202010259336528935/202010259336528935.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-23T00:00:00,,,,https://docquery.fec.gov/pdf/895/202010239336498895/202010239336498895.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,PRE-GENERAL,2020,2020-10-01,2020-10-14,2020-10-22T00:00:00,,,,https://docquery.fec.gov/pdf/015/202010229332729015/202010229332729015.pdf,PRE-GENERAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,PRE-GENERAL,2020,2020-10-01,2020-10-14,2020-10-22T00:00:00,1880959.68,4019376.35,4429900.02,https://docquery.fec.gov/pdf/243/202010229335390243/202010229335390243.pdf,PRE-GENERAL 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-21T00:00:00,,,,https://docquery.fec.gov/pdf/566/202010219326751566/202010219326751566.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-19T00:00:00,,,,https://docquery.fec.gov/pdf/837/202010199297209837/202010199297209837.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-17T00:00:00,,,,https://docquery.fec.gov/pdf/563/202010179297141563/202010179297141563.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2020,2020-07-01,2020-09-30,2020-10-15T00:00:00,,,,https://docquery.fec.gov/pdf/811/202010159295312811/202010159295312811.pdf,OCTOBER QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2020,2020-07-01,2020-09-30,2020-10-15T00:00:00,8319172.35,7333015.59,6568316.69,https://docquery.fec.gov/pdf/975/202010159295542975/202010159295542975.pdf,OCTOBER QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2020,,,2020-10-08T00:00:00,,,,https://docquery.fec.gov/pdf/331/202010089285059331/202010089285059331.pdf,Statement of Organization 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2020,,,2020-09-30T00:00:00,,,,https://docquery.fec.gov/pdf/454/202009309284982454/202009309284982454.pdf,Statement of Organization 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2020,,,2020-09-24T00:00:00,,,,https://docquery.fec.gov/pdf/900/202009249284960900/202009249284960900.pdf,Statement of Organization 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2020,2020-06-25,2020-06-30,2020-07-15T00:00:00,600188.42,24974.43,5582159.93,https://docquery.fec.gov/pdf/875/202007159250023875/202007159250023875.pdf,JULY QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-13T00:00:00,,,,https://docquery.fec.gov/pdf/232/202007139244496232/202007139244496232.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-11T00:00:00,,,,https://docquery.fec.gov/pdf/696/202007119244429696/202007119244429696.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-09T00:00:00,,,,https://docquery.fec.gov/pdf/584/202007099244393584/202007099244393584.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-07T00:00:00,,,,https://docquery.fec.gov/pdf/430/202007079244355430/202007079244355430.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-05T00:00:00,,,,https://docquery.fec.gov/pdf/335/202007059244311335/202007059244311335.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-03T00:00:00,,,,https://docquery.fec.gov/pdf/880/202007039244303880/202007039244303880.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
